URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,AVG WORD LENGTH
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,67,25,0.456521734,0.119791667,9.035294118,0.576822917,3.844846814,9.035294118,443,768,2.9453125,34,7.240885417,8.240885417
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,74,23,0.52577319,0.113849765,9.466666667,0.552816901,4.007793427,9.466666667,471,852,2.90258216,13,7.106807512,8.106807512
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,33,1,0.941176443,0.086294416,14.07142857,0.61928934,5.876287165,14.07142857,244,394,3.045685279,2,7.502538071,8.502538071
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,87,40,0.370078737,0.148886284,56.86666667,0.545134818,22.96472059,56.86666667,465,853,2.807737397,18,7.012895662,8.012895662
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,27,1,0.928571395,0.057377049,9.384615385,0.616803279,4.000567465,9.384615385,301,488,2.879098361,2,7.237704918,8.237704918
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,21,7,0.499999982,0.057494866,10.58695652,0.640657084,4.491045442,10.58695652,312,487,3.006160164,3,7.724845996,8.724845996
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,7,4,0.272727248,0.052631579,16.07692308,0.602870813,6.671917556,16.07692308,126,209,3.090909091,4,7.507177033,8.507177033
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,7,1,0.749999906,0.057553956,19.85714286,0.611510791,8.187461459,19.85714286,85,139,3.151079137,2,7.604316547,8.604316547
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,31,69,-0.379999996,0.128040973,12.3968254,0.57106274,5.187155255,12.3968254,446,781,2.884763124,4,7.163892446,8.163892446
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,24,15,0.230769225,0.083870968,12.23684211,0.546236559,5.113231466,12.23684211,254,465,2.875268817,7,7.107526882,8.107526882
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,65,38,0.26213592,0.111956522,7.931034483,0.520652174,3.380674663,7.931034483,479,920,2.838043478,12,7.101086957,8.101086957
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,47,4,0.843137238,0.115909091,8.8,0.584090909,3.753636364,8.8,257,440,2.988636364,6,7.363636364,8.363636364
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,11,2,0.692307639,0.040247678,13.45833333,0.526315789,5.593859649,13.45833333,170,323,2.851393189,2,6.981424149,7.981424149
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30,9,0.538461525,0.076620825,11.8372093,0.530451866,4.947064467,11.8372093,270,509,2.721021611,6,6.750491159,7.750491159
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,20,9,0.379310332,0.076923077,14.5,0.575596817,6.030238727,14.5,217,377,2.960212202,3,7.193633952,8.193633952
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,22,10,0.374999988,0.111111111,8.470588235,0.614583333,3.634068627,8.470588235,177,288,3.159722222,2,7.722222222,8.722222222
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,12,1,0.846153781,0.05936073,12.88235294,0.630136986,5.404995971,12.88235294,138,219,3.136986301,4,7.648401826,8.648401826
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,29,38,-0.134328356,0.144708423,7.467741935,0.496760259,3.185800878,7.467741935,230,463,2.79049676,21,6.911447084,7.911447084
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,16,3,0.68421049,0.088372093,13.4375,0.576744186,5.605697674,13.4375,124,215,2.976744186,3,7.297674419,8.297674419
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,40,12,0.538461528,0.109243697,10.57777778,0.659663866,4.494976657,10.57777778,314,476,3.115546218,2,7.674369748,8.674369748
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,8,8,0,0.082901554,12.0625,0.606217617,5.067487047,12.0625,117,193,3.015544041,7,7.341968912,8.341968912
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,16,26,-0.238095232,0.152727272,9.821428571,0.541818182,4.145298701,9.821428571,149,275,2.887272727,8,7.258181818,8.258181818
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,32,50,-0.219512192,0.08436214,12.15,0.610082305,5.104032922,12.15,593,972,3.043209877,18,7.577160494,8.577160494
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,50,23,0.369863009,0.085882353,11.03896104,0.508235294,4.618878533,11.03896104,432,850,2.790588235,22,6.914117647,7.914117647
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,41,26,0.223880594,0.085568327,8.7,0.517241379,3.686896552,8.7,405,783,2.745849298,20,6.816091954,7.816091954
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,31,8,0.589743575,0.088036117,5.679487179,0.571106095,2.50023731,5.679487179,253,443,2.936794582,3,7.223476298,8.223476298
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,49,9,0.689655161,0.089783282,8.972222222,0.569659443,3.816752666,8.972222222,368,646,2.828173375,6,7.075851393,8.075851393
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,38,7,0.688888874,0.145631067,14.04545455,0.608414239,5.861547514,14.04545455,188,309,3.012944984,10,7.339805825,8.339805825
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,47,17,0.468749993,0.071269488,11.225,0.576837416,4.720734967,11.225,518,898,2.943207127,10,7.161469933,8.161469933
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,30,74,-0.423076919,0.201160541,6.082352941,0.547388781,2.651896689,6.082352941,283,517,2.835589942,15,7.011605416,8.011605416
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,72,24,0.499999995,0.152866242,7.302325581,0.477707006,3.112013035,7.302325581,300,628,2.643312102,7,6.722929936,7.722929936
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,29,36,-0.107692306,0.104,12.01923077,0.4496,4.987532308,12.01923077,281,625,2.5744,7,6.6288,7.6288
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,30,24,0.111111109,0.083591331,8.849315068,0.591331269,3.776258535,8.849315068,382,646,2.990712074,11,7.416408669,8.416408669
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,29,78,-0.457943921,0.202651515,6.43902439,0.556818182,2.798337029,6.43902439,294,528,2.848484848,17,7.049242424,8.049242424
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,27,12,0.384615375,0.089449541,11.17948718,0.552752294,4.692895789,11.17948718,241,436,2.802752294,7,7,8
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,15,7,0.363636347,0.081784386,16.8125,0.535315985,6.939126394,16.8125,144,269,2.899628253,2,7.278810409,8.278810409
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,31,19,0.239999995,0.099800399,16.7,0.538922156,6.895568862,16.7,270,501,2.852295409,2,7.241516966,8.241516966
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,27,32,-0.084745761,0.086510264,10.65625,0.564516129,4.488306452,10.65625,385,682,2.813782991,8,7.082111437,8.082111437
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,43,11,0.592592582,0.028406102,7.484251969,0.501315097,3.194226826,7.484251969,953,1901,2.613887428,4,6.631246712,7.631246712
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,43,50,-0.075268816,0.102197802,10.11111111,0.563736264,4.26993895,10.11111111,513,910,2.830769231,14,7.164835165,8.164835165
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,35,65,-0.299999997,0.110132158,13.15942029,0.634361233,5.517512609,13.15942029,576,908,3.023127753,2,7.356828194,8.356828194
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,10,2,0.666666611,0.063492063,15.75,0.587301587,6.534920635,15.75,111,189,3.031746032,4,7.301587302,8.301587302
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,36,5,0.756097543,0.082828283,11,0.567676768,4.627070707,11,281,495,2.78989899,4,6.997979798,7.997979798
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,42,35,0.09090909,0.093446602,6.53968254,0.586165049,2.850339035,6.53968254,483,824,2.976941748,8,7.332524272,8.332524272
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,60,16,0.578947361,0.085106383,9.02020202,0.576707727,3.838763899,9.02020202,515,893,2.759238522,7,7.023516237,8.023516237
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,37,35,0.027777777,0.113744076,12.17307692,0.515007899,5.075233929,12.17307692,326,633,2.785150079,5,6.993680885,7.993680885
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,22,45,-0.343283577,0.070157068,12.08860759,0.580104712,5.067484923,12.08860759,554,955,2.918324607,3,7.22408377,8.22408377
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,23,43,-0.303030298,0.116197183,9.793103448,0.582746479,4.150339971,9.793103448,331,568,2.927816901,7,7.262323944,8.262323944
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,42,49,-0.076923076,0.140866873,8.17721519,0.56501548,3.496892268,8.17721519,365,646,2.886996904,39,7.139318885,8.139318885
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,31,28,0.050847457,0.097359736,13.17391304,0.561056106,5.49398766,13.17391304,340,606,2.902640264,14,7.242574257,8.242574257
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,28,41,-0.188405794,0.09212283,10.54929577,0.530040053,4.431734331,10.54929577,397,749,2.833110814,6,7.181575434,8.181575434
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,11,4,0.466666636,0.073170731,13.66666667,0.585365854,5.700813008,13.66666667,120,205,3,4,7.234146341,8.234146341
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,39,50,-0.123595504,0.132440476,9.464788732,0.525297619,3.996034541,9.464788732,353,672,2.769345238,15,6.898809524,7.898809524
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,15,26,-0.268292676,0.095348837,9.772727273,0.548837209,4.128625793,9.772727273,236,430,2.86744186,6,7.106976744,8.106976744
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,34,58,-0.260869562,0.135693215,11.89473684,0.551622419,4.978543704,11.89473684,374,678,2.923303835,6,7.352507375,8.352507375
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,28,36,-0.124999998,0.117647059,12.08888889,0.553308824,5.056879085,12.08888889,301,544,2.852941176,9,6.948529412,7.948529412
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,8,1,0.777777691,0.039823009,22.6,0.592920354,9.277168142,22.6,134,226,2.915929204,2,7.318584071,8.318584071
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,20,4,0.666666639,0.064690027,10.02702703,0.571428571,4.239382239,10.02702703,212,371,2.81671159,6,6.973045822,7.973045822
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,36,56,-0.217391302,0.166969147,14.12820513,0.582577132,5.884312904,14.12820513,321,551,2.914700544,5,7.286751361,8.286751361
